date,account_id,campaign_id,campaign_name,impressions,clicks,spend_micros,conversions
2025-04-29,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,152190,2085,1772415405,29
2025-04-29,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,165255,2264,1924003565,32
2025-04-29,111-222-3333,g-0025,Kids and Family Winback South Google 25,178248,2442,2075591724,34
2025-04-30,111-222-3333,g-0001,Top Gun: Maverick Push,230730,3161,2639606587,43
2025-04-30,111-222-3333,g-0002,Transformers: Rise of the Beasts,221168,3030,2529622979,41
2025-04-30,111-222-3333,g-0003,Comedy Classics Retargeting East Google,100949,1383,1154827882,19
2025-04-30,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,111387,1526,1273976790,21
2025-04-30,111-222-3333,g-0005,Kids and Family Winback South Google,121752,1668,1393125699,23
2025-04-30,111-222-3333,g-0006,Reality Launch Awareness US Google,132190,1811,1512274607,25
2025-04-30,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,142628,1954,1631423516,26
2025-04-30,111-222-3333,g-0008,Movie Night Retargeting East Google,153066,2097,1750572424,28
2025-04-30,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,163431,2239,1869721332,30
2025-04-30,111-222-3333,g-0010,Live Events Winback South Google,80146,1098,916530065,15
2025-04-30,111-222-3333,g-0011,Library Retention Awareness US Google,90511,1240,1035678973,17
2025-04-30,111-222-3333,g-0012,Premium Bundle Prospecting West Google,100949,1383,1154827882,19
2025-04-30,111-222-3333,g-0013,Student Offer Retargeting East Google,111387,1526,1273976790,21
2025-04-30,111-222-3333,g-0014,Family Plan Trial Midwest Google,121752,1668,1393125699,23
2025-04-30,111-222-3333,g-0015,Winback Audience Winback South Google,132190,1811,1512274607,25
2025-04-30,111-222-3333,g-0016,New Release Awareness US Google,142628,1954,1631423516,26
2025-04-30,111-222-3333,g-0017,Binge Weekend Prospecting West Google,153066,2097,1750572424,28
2025-04-30,111-222-3333,g-0018,Award Season Retargeting East Google,163431,2239,1869721332,30
2025-04-30,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,80146,1098,916530065,15
2025-04-30,111-222-3333,g-0020,International Pack Winback South Google,90511,1240,1035678973,17
2025-04-30,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,100949,1383,1154827882,19
2025-04-30,111-222-3333,g-0022,Drama Collection Prospecting West Google,111387,1526,1273976790,21
2025-04-30,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,121752,1668,1393125699,23
2025-04-30,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,132190,1811,1512274607,25
2025-04-30,111-222-3333,g-0025,Kids and Family Winback South Google 25,142628,1954,1631423516,26
2025-05-01,111-222-3333,g-0001,Top Gun: Maverick Push,236277,3237,2655571949,42
2025-05-01,111-222-3333,g-0002,Transformers: Rise of the Beasts,226423,3102,2544923118,41
2025-05-01,111-222-3333,g-0003,Comedy Classics Retargeting East Google,103358,1416,1161812728,19
2025-05-01,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,114015,1562,1281682295,20
2025-05-01,111-222-3333,g-0005,Kids and Family Winback South Google,124672,1708,1401551862,22
2025-05-01,111-222-3333,g-0006,Reality Launch Awareness US Google,135328,1854,1521421429,24
2025-05-01,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,145985,2000,1641290996,26
2025-05-01,111-222-3333,g-0008,Movie Night Retargeting East Google,156715,2147,1761160564,28
2025-05-01,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,167372,2293,1881030131,30
2025-05-01,111-222-3333,g-0010,Live Events Winback South Google,82044,1124,922073594,15
2025-05-01,111-222-3333,g-0011,Library Retention Awareness US Google,92701,1270,1041943161,17
2025-05-01,111-222-3333,g-0012,Premium Bundle Prospecting West Google,103358,1416,1161812728,19
2025-05-01,111-222-3333,g-0013,Student Offer Retargeting East Google,114015,1562,1281682295,20
2025-05-01,111-222-3333,g-0014,Family Plan Trial Midwest Google,124672,1708,1401551862,22
2025-05-01,111-222-3333,g-0015,Winback Audience Winback South Google,135328,1854,1521421429,24
2025-05-01,111-222-3333,g-0016,New Release Awareness US Google,145985,2000,1641290996,26
2025-05-01,111-222-3333,g-0017,Binge Weekend Prospecting West Google,156715,2147,1761160564,28
2025-05-01,111-222-3333,g-0018,Award Season Retargeting East Google,167372,2293,1881030131,30
2025-05-01,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,82044,1124,922073594,15
2025-05-01,111-222-3333,g-0020,International Pack Winback South Google,92701,1270,1041943161,17
2025-05-01,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,103358,1416,1161812728,19
2025-05-01,111-222-3333,g-0022,Drama Collection Prospecting West Google,114015,1562,1281682295,20
2025-05-01,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,124672,1708,1401551862,22
2025-05-01,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,135328,1854,1521421429,24
2025-05-01,111-222-3333,g-0025,Kids and Family Winback South Google 25,145985,2000,1641290996,26
2025-05-02,111-222-3333,g-0001,Top Gun: Maverick Push,270803,3710,2992121789,47
2025-05-02,111-222-3333,g-0002,Transformers: Rise of the Beasts,259562,3556,2867450048,45
2025-05-02,111-222-3333,g-0003,Comedy Classics Retargeting East Google,118467,1623,1309053283,20
2025-05-02,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,130730,1791,1444114336,23
2025-05-02,111-222-3333,g-0005,Kids and Family Winback South Google,142920,1958,1579175389,25
2025-05-02,111-222-3333,g-0006,Reality Launch Awareness US Google,155182,2126,1714236442,27
2025-05-02,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,167372,2293,1849297495,29
2025-05-02,111-222-3333,g-0008,Movie Night Retargeting East Google,179635,2461,1984358548,31
2025-05-02,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,191825,2628,2119419601,33
2025-05-02,111-222-3333,g-0010,Live Events Winback South Google,94015,1288,1038931177,16
2025-05-02,111-222-3333,g-0011,Library Retention Awareness US Google,106277,1456,1173992230,18
2025-05-02,111-222-3333,g-0012,Premium Bundle Prospecting West Google,118467,1623,1309053283,20
2025-05-02,111-222-3333,g-0013,Student Offer Retargeting East Google,130730,1791,1444114336,23
2025-05-02,111-222-3333,g-0014,Family Plan Trial Midwest Google,142920,1958,1579175389,25
2025-05-02,111-222-3333,g-0015,Winback Audience Winback South Google,155182,2126,1714236442,27
2025-05-02,111-222-3333,g-0016,New Release Awareness US Google,167372,2293,1849297495,29
2025-05-02,111-222-3333,g-0017,Binge Weekend Prospecting West Google,179635,2461,1984358548,31
2025-05-02,111-222-3333,g-0018,Award Season Retargeting East Google,191825,2628,2119419601,33
2025-05-02,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,94015,1288,1038931177,16
2025-05-02,111-222-3333,g-0020,International Pack Winback South Google,106277,1456,1173992230,18
2025-05-02,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,118467,1623,1309053283,20
2025-05-02,111-222-3333,g-0022,Drama Collection Prospecting West Google,130730,1791,1444114336,23
2025-05-02,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,142920,1958,1579175389,25
2025-05-02,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,155182,2126,1714236442,27
2025-05-02,111-222-3333,g-0025,Kids and Family Winback South Google 25,167372,2293,1849297495,29
2025-05-03,111-222-3333,g-0001,Top Gun: Maverick Push,244526,3350,3010002995,52
2025-05-03,111-222-3333,g-0002,Transformers: Rise of the Beasts,234307,3210,2884586204,50
2025-05-03,111-222-3333,g-0003,Comedy Classics Retargeting East Google,107007,1466,1316876310,23
2025-05-03,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,118029,1617,1452744501,25
2025-05-03,111-222-3333,g-0005,Kids and Family Winback South Google,129051,1768,1588612692,28
2025-05-03,111-222-3333,g-0006,Reality Launch Awareness US Google,140073,1919,1724480883,30
2025-05-03,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,151095,2070,1860349073,32
2025-05-03,111-222-3333,g-0008,Movie Night Retargeting East Google,162190,2222,1996217264,35
2025-05-03,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,173212,2373,2132085455,37
2025-05-03,111-222-3333,g-0010,Live Events Winback South Google,84891,1163,1045139929,18
2025-05-03,111-222-3333,g-0011,Library Retention Awareness US Google,95912,1314,1181008120,21
2025-05-03,111-222-3333,g-0012,Premium Bundle Prospecting West Google,107007,1466,1316876310,23
2025-05-03,111-222-3333,g-0013,Student Offer Retargeting East Google,118029,1617,1452744501,25
2025-05-03,111-222-3333,g-0014,Family Plan Trial Midwest Google,129051,1768,1588612692,28
2025-05-03,111-222-3333,g-0015,Winback Audience Winback South Google,140073,1919,1724480883,30
2025-05-03,111-222-3333,g-0016,New Release Awareness US Google,151095,2070,1860349073,32
2025-05-03,111-222-3333,g-0017,Binge Weekend Prospecting West Google,162190,2222,1996217264,35
2025-05-03,111-222-3333,g-0018,Award Season Retargeting East Google,173212,2373,2132085455,37
2025-05-03,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,84891,1163,1045139929,18
2025-05-03,111-222-3333,g-0020,International Pack Winback South Google,95912,1314,1181008120,21
2025-05-03,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,107007,1466,1316876310,23
2025-05-03,111-222-3333,g-0022,Drama Collection Prospecting West Google,118029,1617,1452744501,25
2025-05-03,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,129051,1768,1588612692,28
2025-05-03,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,140073,1919,1724480883,30
2025-05-03,111-222-3333,g-0025,Kids and Family Winback South Google 25,151095,2070,1860349073,32
2025-05-04,111-222-3333,g-0001,Top Gun: Maverick Push,250657,3434,3027884201,52
2025-05-04,111-222-3333,g-0002,Transformers: Rise of the Beasts,240219,3291,2901722359,50
2025-05-04,111-222-3333,g-0003,Comedy Classics Retargeting East Google,109635,1502,1324699338,23
2025-05-04,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,120949,1657,1461374666,25
2025-05-04,111-222-3333,g-0005,Kids and Family Winback South Google,132263,1812,1598049995,27
2025-05-04,111-222-3333,g-0006,Reality Launch Awareness US Google,143577,1967,1734725323,30
2025-05-04,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,154891,2122,1871400652,32
2025-05-04,111-222-3333,g-0008,Movie Night Retargeting East Google,166204,2277,2008075981,34
2025-05-04,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,177518,2432,2144751309,37
2025-05-04,111-222-3333,g-0010,Live Events Winback South Google,87007,1192,1051348681,18
2025-05-04,111-222-3333,g-0011,Library Retention Awareness US Google,98321,1347,1188024009,20
2025-05-04,111-222-3333,g-0012,Premium Bundle Prospecting West Google,109635,1502,1324699338,23
2025-05-04,111-222-3333,g-0013,Student Offer Retargeting East Google,120949,1657,1461374666,25
2025-05-04,111-222-3333,g-0014,Family Plan Trial Midwest Google,132263,1812,1598049995,27
2025-05-04,111-222-3333,g-0015,Winback Audience Winback South Google,143577,1967,1734725323,30
2025-05-04,111-222-3333,g-0016,New Release Awareness US Google,154891,2122,1871400652,32
2025-05-04,111-222-3333,g-0017,Binge Weekend Prospecting West Google,166204,2277,2008075981,34
2025-05-04,111-222-3333,g-0018,Award Season Retargeting East Google,177518,2432,2144751309,37
2025-05-04,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,87007,1192,1051348681,18
2025-05-04,111-222-3333,g-0020,International Pack Winback South Google,98321,1347,1188024009,20
2025-05-04,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,109635,1502,1324699338,23
2025-05-04,111-222-3333,g-0022,Drama Collection Prospecting West Google,120949,1657,1461374666,25
2025-05-04,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,132263,1812,1598049995,27
2025-05-04,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,143577,1967,1734725323,30
2025-05-04,111-222-3333,g-0025,Kids and Family Winback South Google 25,154891,2122,1871400652,32
2025-05-05,111-222-3333,g-0001,Top Gun: Maverick Push,293504,4021,3480874751,59
2025-05-05,111-222-3333,g-0002,Transformers: Rise of the Beasts,281314,3854,3335838303,56
2025-05-05,111-222-3333,g-0003,Comedy Classics Retargeting East Google,128394,1759,1522882703,26
2025-05-05,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,141679,1941,1680005522,28
2025-05-05,111-222-3333,g-0005,Kids and Family Winback South Google,154891,2122,1837128341,31
2025-05-05,111-222-3333,g-0006,Reality Launch Awareness US Google,168175,2304,1994251159,34
2025-05-05,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,181387,2485,2151373978,36
2025-05-05,111-222-3333,g-0008,Movie Night Retargeting East Google,194672,2667,2308496796,39
2025-05-05,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,207956,2849,2465619615,41
2025-05-05,111-222-3333,g-0010,Live Events Winback South Google,101898,1396,1208637066,20
2025-05-05,111-222-3333,g-0011,Library Retention Awareness US Google,115182,1578,1365759885,23
2025-05-05,111-222-3333,g-0012,Premium Bundle Prospecting West Google,128394,1759,1522882703,26
2025-05-05,111-222-3333,g-0013,Student Offer Retargeting East Google,141679,1941,1680005522,28
2025-05-05,111-222-3333,g-0014,Family Plan Trial Midwest Google,154891,2122,1837128341,31
2025-05-05,111-222-3333,g-0015,Winback Audience Winback South Google,168175,2304,1994251159,34
2025-05-05,111-222-3333,g-0016,New Release Awareness US Google,181387,2485,2151373978,36
2025-05-05,111-222-3333,g-0017,Binge Weekend Prospecting West Google,194672,2667,2308496796,39
2025-05-05,111-222-3333,g-0018,Award Season Retargeting East Google,207956,2849,2465619615,41
2025-05-05,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,101898,1396,1208637066,20
2025-05-05,111-222-3333,g-0020,International Pack Winback South Google,115182,1578,1365759885,23
2025-05-05,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,128394,1759,1522882703,26
2025-05-05,111-222-3333,g-0022,Drama Collection Prospecting West Google,141679,1941,1680005522,28
2025-05-05,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,154891,2122,1837128341,31
2025-05-05,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,168175,2304,1994251159,34
2025-05-05,111-222-3333,g-0025,Kids and Family Winback South Google 25,181387,2485,2151373978,36
2025-05-06,111-222-3333,g-0001,Top Gun: Maverick Push,234891,3218,2735398761,45
2025-05-06,111-222-3333,g-0002,Transformers: Rise of the Beasts,225109,3084,2621423813,43
2025-05-06,111-222-3333,g-0003,Comedy Classics Retargeting East Google,102774,1408,1196736958,20
2025-05-06,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,113358,1553,1320209819,22
2025-05-06,111-222-3333,g-0005,Kids and Family Winback South Google,123942,1698,1443682680,24
2025-05-06,111-222-3333,g-0006,Reality Launch Awareness US Google,134599,1844,1567155540,26
2025-05-06,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,145182,1989,1690628401,28
2025-05-06,111-222-3333,g-0008,Movie Night Retargeting East Google,155766,2134,1814101262,30
2025-05-06,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,166350,2279,1937574123,32
2025-05-06,111-222-3333,g-0010,Live Events Winback South Google,81533,1117,949791237,16
2025-05-06,111-222-3333,g-0011,Library Retention Awareness US Google,92190,1263,1073264097,18
2025-05-06,111-222-3333,g-0012,Premium Bundle Prospecting West Google,102774,1408,1196736958,20
2025-05-06,111-222-3333,g-0013,Student Offer Retargeting East Google,113358,1553,1320209819,22
2025-05-06,111-222-3333,g-0014,Family Plan Trial Midwest Google,123942,1698,1443682680,24
2025-05-06,111-222-3333,g-0015,Winback Audience Winback South Google,134599,1844,1567155540,26
2025-05-06,111-222-3333,g-0016,New Release Awareness US Google,145182,1989,1690628401,28
2025-05-06,111-222-3333,g-0017,Binge Weekend Prospecting West Google,155766,2134,1814101262,30
2025-05-06,111-222-3333,g-0018,Award Season Retargeting East Google,166350,2279,1937574123,32
2025-05-06,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,81533,1117,949791237,16
2025-05-06,111-222-3333,g-0020,International Pack Winback South Google,92190,1263,1073264097,18
2025-05-06,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,102774,1408,1196736958,20
2025-05-06,111-222-3333,g-0022,Drama Collection Prospecting West Google,113358,1553,1320209819,22
2025-05-06,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,123942,1698,1443682680,24
2025-05-06,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,134599,1844,1567155540,26
2025-05-06,111-222-3333,g-0025,Kids and Family Winback South Google 25,145182,1989,1690628401,28
2025-05-07,111-222-3333,g-0001,Top Gun: Maverick Push,240511,3295,2751364124,45
2025-05-07,111-222-3333,g-0002,Transformers: Rise of the Beasts,230511,3158,2636723952,43
2025-05-07,111-222-3333,g-0003,Comedy Classics Retargeting East Google,105255,1442,1203721804,20
2025-05-07,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,116058,1590,1327915324,22
2025-05-07,111-222-3333,g-0005,Kids and Family Winback South Google,126934,1739,1452108843,24
2025-05-07,111-222-3333,g-0006,Reality Launch Awareness US Google,137810,1888,1576302363,26
2025-05-07,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,148686,2037,1700495882,28
2025-05-07,111-222-3333,g-0008,Movie Night Retargeting East Google,159489,2185,1824689402,30
2025-05-07,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,170365,2334,1948882921,32
2025-05-07,111-222-3333,g-0010,Live Events Winback South Google,83504,1144,955334765,16
2025-05-07,111-222-3333,g-0011,Library Retention Awareness US Google,94380,1293,1079528285,18
2025-05-07,111-222-3333,g-0012,Premium Bundle Prospecting West Google,105255,1442,1203721804,20
2025-05-07,111-222-3333,g-0013,Student Offer Retargeting East Google,116058,1590,1327915324,22
2025-05-07,111-222-3333,g-0014,Family Plan Trial Midwest Google,126934,1739,1452108843,24
2025-05-07,111-222-3333,g-0015,Winback Audience Winback South Google,137810,1888,1576302363,26
2025-05-07,111-222-3333,g-0016,New Release Awareness US Google,148686,2037,1700495882,28
2025-05-07,111-222-3333,g-0017,Binge Weekend Prospecting West Google,159489,2185,1824689402,30
2025-05-07,111-222-3333,g-0018,Award Season Retargeting East Google,170365,2334,1948882921,32
2025-05-07,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,83504,1144,955334765,16
2025-05-07,111-222-3333,g-0020,International Pack Winback South Google,94380,1293,1079528285,18
2025-05-07,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,105255,1442,1203721804,20
2025-05-07,111-222-3333,g-0022,Drama Collection Prospecting West Google,116058,1590,1327915324,22
2025-05-07,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,126934,1739,1452108843,24
2025-05-07,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,137810,1888,1576302363,26
2025-05-07,111-222-3333,g-0025,Kids and Family Winback South Google 25,148686,2037,1700495882,28
2025-05-08,111-222-3333,g-0001,Top Gun: Maverick Push,246204,3373,2767329486,44
2025-05-08,111-222-3333,g-0002,Transformers: Rise of the Beasts,235912,3232,2652024091,42
2025-05-08,111-222-3333,g-0003,Comedy Classics Retargeting East Google,107737,1476,1210706650,19
2025-05-08,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,118832,1628,1335620828,21
2025-05-08,111-222-3333,g-0005,Kids and Family Winback South Google,129927,1780,1460535007,23
2025-05-08,111-222-3333,g-0006,Reality Launch Awareness US Google,141022,1932,1585449185,25
2025-05-08,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,152190,2085,1710363363,27
2025-05-08,111-222-3333,g-0008,Movie Night Retargeting East Google,163285,2237,1835277541,29
2025-05-08,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,174380,2389,1960191719,31
2025-05-08,111-222-3333,g-0010,Live Events Winback South Google,85474,1171,960878294,15
2025-05-08,111-222-3333,g-0011,Library Retention Awareness US Google,96569,1323,1085792472,17
2025-05-08,111-222-3333,g-0012,Premium Bundle Prospecting West Google,107737,1476,1210706650,19
2025-05-08,111-222-3333,g-0013,Student Offer Retargeting East Google,118832,1628,1335620828,21
2025-05-08,111-222-3333,g-0014,Family Plan Trial Midwest Google,129927,1780,1460535007,23
2025-05-08,111-222-3333,g-0015,Winback Audience Winback South Google,141022,1932,1585449185,25
2025-05-08,111-222-3333,g-0016,New Release Awareness US Google,152190,2085,1710363363,27
2025-05-08,111-222-3333,g-0017,Binge Weekend Prospecting West Google,163285,2237,1835277541,29
2025-05-08,111-222-3333,g-0018,Award Season Retargeting East Google,174380,2389,1960191719,31
2025-05-08,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,85474,1171,960878294,15
2025-05-08,111-222-3333,g-0020,International Pack Winback South Google,96569,1323,1085792472,17
2025-05-08,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,107737,1476,1210706650,19
2025-05-08,111-222-3333,g-0022,Drama Collection Prospecting West Google,118832,1628,1335620828,21
2025-05-08,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,129927,1780,1460535007,23
2025-05-08,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,141022,1932,1585449185,25
2025-05-08,111-222-3333,g-0025,Kids and Family Winback South Google 25,152190,2085,1710363363,27
2025-05-09,111-222-3333,g-0001,Top Gun: Maverick Push,282117,3865,3117290231,49
2025-05-09,111-222-3333,g-0002,Transformers: Rise of the Beasts,270365,3704,2987403138,47
2025-05-09,111-222-3333,g-0003,Comedy Classics Retargeting East Google,123431,1691,1363814476,21
2025-05-09,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,136204,1866,1504525493,24
2025-05-09,111-222-3333,g-0005,Kids and Family Winback South Google,148905,2040,1645236511,26
2025-05-09,111-222-3333,g-0006,Reality Launch Awareness US Google,161679,2215,1785947528,28
2025-05-09,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,174380,2389,1926658545,30
2025-05-09,111-222-3333,g-0008,Movie Night Retargeting East Google,187153,2564,2067369563,32
2025-05-09,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,199854,2738,2208080580,35
2025-05-09,111-222-3333,g-0010,Live Events Winback South Google,97956,1342,1082392441,17
2025-05-09,111-222-3333,g-0011,Library Retention Awareness US Google,110730,1517,1223103459,19
2025-05-09,111-222-3333,g-0012,Premium Bundle Prospecting West Google,123431,1691,1363814476,21
2025-05-09,111-222-3333,g-0013,Student Offer Retargeting East Google,136204,1866,1504525493,24
2025-05-09,111-222-3333,g-0014,Family Plan Trial Midwest Google,148905,2040,1645236511,26
2025-05-09,111-222-3333,g-0015,Winback Audience Winback South Google,161679,2215,1785947528,28
2025-05-09,111-222-3333,g-0016,New Release Awareness US Google,174380,2389,1926658545,30
2025-05-09,111-222-3333,g-0017,Binge Weekend Prospecting West Google,187153,2564,2067369563,32
2025-05-09,111-222-3333,g-0018,Award Season Retargeting East Google,199854,2738,2208080580,35
2025-05-09,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,97956,1342,1082392441,17
2025-05-09,111-222-3333,g-0020,International Pack Winback South Google,110730,1517,1223103459,19
2025-05-09,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,123431,1691,1363814476,21
2025-05-09,111-222-3333,g-0022,Drama Collection Prospecting West Google,136204,1866,1504525493,24
2025-05-09,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,148905,2040,1645236511,26
2025-05-09,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,161679,2215,1785947528,28
2025-05-09,111-222-3333,g-0025,Kids and Family Winback South Google 25,174380,2389,1926658545,30
2025-05-10,111-222-3333,g-0001,Top Gun: Maverick Push,254672,3489,3135171436,55
2025-05-10,111-222-3333,g-0002,Transformers: Rise of the Beasts,244088,3344,3004539293,52
2025-05-10,111-222-3333,g-0003,Comedy Classics Retargeting East Google,111460,1527,1371637503,24
2025-05-10,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,122920,1684,1513155659,26
2025-05-10,111-222-3333,g-0005,Kids and Family Winback South Google,134453,1842,1654673814,29
2025-05-10,111-222-3333,g-0006,Reality Launch Awareness US Google,145912,1999,1796191969,31
2025-05-10,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,157445,2157,1937710124,34
2025-05-10,111-222-3333,g-0008,Movie Night Retargeting East Google,168905,2314,2079228279,36
2025-05-10,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,180438,2472,2220746434,39
2025-05-10,111-222-3333,g-0010,Live Events Winback South Google,88467,1212,1088601193,19
2025-05-10,111-222-3333,g-0011,Library Retention Awareness US Google,99927,1369,1230119348,21
2025-05-10,111-222-3333,g-0012,Premium Bundle Prospecting West Google,111460,1527,1371637503,24
2025-05-10,111-222-3333,g-0013,Student Offer Retargeting East Google,122920,1684,1513155659,26
2025-05-10,111-222-3333,g-0014,Family Plan Trial Midwest Google,134453,1842,1654673814,29
2025-05-10,111-222-3333,g-0015,Winback Audience Winback South Google,145912,1999,1796191969,31
2025-05-10,111-222-3333,g-0016,New Release Awareness US Google,157445,2157,1937710124,34
2025-05-10,111-222-3333,g-0017,Binge Weekend Prospecting West Google,168905,2314,2079228279,36
2025-05-10,111-222-3333,g-0018,Award Season Retargeting East Google,180438,2472,2220746434,39
2025-05-10,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,88467,1212,1088601193,19
2025-05-10,111-222-3333,g-0020,International Pack Winback South Google,99927,1369,1230119348,21
2025-05-10,111-222-3333,g-0021,Paramount+ Originals Awareness US Google,111460,1527,1371637503,24
2025-05-10,111-222-3333,g-0022,Drama Collection Prospecting West Google,122920,1684,1513155659,26
2025-05-10,111-222-3333,g-0023,Comedy Classics Retargeting East Google 23,134453,1842,1654673814,29
2025-05-10,111-222-3333,g-0024,Sports Weekend Trial Midwest Google 24,145912,1999,1796191969,31
2025-05-10,111-222-3333,g-0025,Kids and Family Winback South Google 25,157445,2157,1937710124,34
2025-05-11,111-222-3333,g-0001,Top Gun: Maverick Push,261022,3576,3153052642,54
2025-05-11,111-222-3333,g-0002,Transformers: Rise of the Beasts,250146,3427,3021675449,52
2025-05-11,111-222-3333,g-0003,Comedy Classics Retargeting East Google,114161,1564,1379460531,24
2025-05-11,111-222-3333,g-0004,Sports Weekend Trial Midwest Google,125985,1726,1521785824,26
2025-05-11,111-222-3333,g-0005,Kids and Family Winback South Google,137737,1887,1664111117,28
2025-05-11,111-222-3333,g-0006,Reality Launch Awareness US Google,149562,2049,1806436410,31
2025-05-11,111-222-3333,g-0007,Sci-Fi Vault Prospecting West Google,161314,2210,1948761703,33
2025-05-11,111-222-3333,g-0008,Movie Night Retargeting East Google,173139,2372,2091086995,36
2025-05-11,111-222-3333,g-0009,Holiday Watchlist Trial Midwest Google,184891,2533,2233412288,38
2025-05-11,111-222-3333,g-0010,Live Events Winback South Google,90657,1242,1094809945,19
2025-05-11,111-222-3333,g-0011,Library Retention Awareness US Google,102409,1403,1237135238,21
2025-05-11,111-222-3333,g-0012,Premium Bundle Prospecting West Google,114161,1564,1379460531,24
2025-05-11,111-222-3333,g-0013,Student Offer Retargeting East Google,125985,1726,1521785824,26
2025-05-11,111-222-3333,g-0014,Family Plan Trial Midwest Google,137737,1887,1664111117,28
2025-05-11,111-222-3333,g-0015,Winback Audience Winback South Google,149562,2049,1806436410,31
2025-05-11,111-222-3333,g-0016,New Release Awareness US Google,161314,2210,1948761703,33
2025-05-11,111-222-3333,g-0017,Binge Weekend Prospecting West Google,173139,2372,2091086995,36
2025-05-11,111-222-3333,g-0018,Award Season Retargeting East Google,184891,2533,2233412288,38
2025-05-11,111-222-3333,g-0019,Streaming Trial Trial Midwest Google,90657,1242,1094809945,19
